name,name,rate,currency_id
NZD,2020-06-28,1.0687950625001401,35
USD,2020-06-29,0.6870422756334953,2
EUR,2020-06-29,0.6115527543175365,1
GBP,2020-06-29,0.5560085631473468,147
INR,2020-06-29,51.95265591740443,20
AUD,2020-06-29,1.0,21
CAD,2020-06-29,0.9382340920084664,4
CHF,2020-06-29,0.6512256354676145,5
JPY,2020-06-29,73.74019743510378,25
CNY,2020-06-29,4.863232017774591,7
NZD,2020-06-29,1.0693342487653168,35
USD,2020-06-30,0.686914429083356,2
EUR,2020-06-30,0.6111044632334064,1
GBP,2020-06-30,0.558426796138414,147
INR,2020-06-30,51.88046282710207,20
AUD,2020-06-30,1.0,21
CAD,2020-06-30,0.9388728105633374,4
CHF,2020-06-30,0.6536901857639142,5
JPY,2020-06-30,74.01142390406484,25
CNY,2020-06-30,4.863784102665799,7
NZD,2020-06-30,1.0705246233975414,35
USD,2020-07-01,0.6912510132860238,2
EUR,2020-07-01,0.6151254114462035,1
GBP,2020-07-01,0.5579802424182824,147
INR,2020-07-01,52.23645145978225,20
AUD,2020-07-01,1.0,21
CAD,2020-07-01,0.9376917265302498,4
CHF,2020-07-01,0.6545152587455823,5
JPY,2020-07-01,74.58460808632019,25
CNY,2020-07-01,4.8837176005342995,7
NZD,2020-07-01,1.0700038433957264,35
USD,2020-07-02,0.6919320382525328,2
EUR,2020-07-02,0.6148758343664213,1
GBP,2020-07-02,0.5545973124991527,147
INR,2020-07-02,52.267535696542055,20
AUD,2020-07-02,1.0,21
CAD,2020-07-02,0.9406646194187452,4
CHF,2020-07-02,0.6545133794130825,5
JPY,2020-07-02,74.3447496556742,25
CNY,2020-07-02,4.89168070155089,7
NZD,2020-07-02,1.067070525855244,35
USD,2020-07-03,0.6929600029943966,2
EUR,2020-07-03,0.6161215442648287,1
GBP,2020-07-03,0.555685420602666,147
INR,2020-07-03,51.806406962763106,20
AUD,2020-07-03,1.0,21
CAD,2020-07-03,0.9397939418306716,4
CHF,2020-07-03,0.6551891136608302,5
JPY,2020-07-03,74.49446063625066,25
CNY,2020-07-03,4.896260549701997,7
NZD,2020-07-03,1.0638234414631358,35
USD,2020-07-04,0.6944700215342021,2
EUR,2020-07-04,0.6173263844580568,1
GBP,2020-07-04,0.5563104658046255,147
INR,2020-07-04,51.86238766518826,20
AUD,2020-07-04,1.0,21
CAD,2020-07-04,0.9429327273988317,4
CHF,2020-07-04,0.656134208389515,5
JPY,2020-07-04,74.6723249287159,25
CNY,2020-07-04,4.907308072646834,7
NZD,2020-07-04,1.0628603791537155,35
USD,2020-07-05,0.6944930536530449,2
EUR,2020-07-05,0.6174893812758677,1
GBP,2020-07-05,0.5562938539591991,147
INR,2020-07-05,51.855703195742635,20
AUD,2020-07-05,1.0,21
CAD,2020-07-05,0.9418103667535103,4
CHF,2020-07-05,0.6565209895791797,5
JPY,2020-07-05,74.64887714769364,25
CNY,2020-07-05,4.907408892871461,7
NZD,2020-07-05,1.0626661771953705,35
USD,2020-07-06,0.6953806230148872,2
EUR,2020-07-06,0.6173962112794239,1
GBP,2020-07-06,0.5572663661351034,147
INR,2020-07-06,51.93336331404769,20
AUD,2020-07-06,1.0,21
CAD,2020-07-06,0.9424042408951083,4
CHF,2020-07-06,0.6565593840182036,5
JPY,2020-07-06,74.8795164641159,25
CNY,2020-07-06,4.91378633081987,7
NZD,2020-07-06,1.0623584575689413,35
USD,2020-07-07,0.6979717908333837,2
EUR,2020-07-07,0.616402127106751,1
GBP,2020-07-07,0.5580306146018753,147
INR,2020-07-07,52.115173721149,20
AUD,2020-07-07,1.0,21
CAD,2020-07-07,0.944979060106076,4
CHF,2020-07-07,0.6572015152764609,5
JPY,2020-07-07,74.87172812793992,25
CNY,2020-07-07,4.899007965846586,7
NZD,2020-07-07,1.0627200450427665,35
USD,2020-07-08,0.6940335129368503,2
EUR,2020-07-08,0.6157677718381532,1
GBP,2020-07-08,0.5528702264966383,147
INR,2020-07-08,51.963919741989265,20
AUD,2020-07-08,1.0,21
CAD,2020-07-08,0.9442480354857941,4
CHF,2020-07-08,0.6543685734974836,5
JPY,2020-07-08,74.72725597115222,25
CNY,2020-07-08,4.869807113215699,7
NZD,2020-07-08,1.0601417549389054,35
USD,2020-07-09,0.6975309559043369,2
EUR,2020-07-09,0.6154902319323567,1
GBP,2020-07-09,0.5533305801865557,147
INR,2020-07-09,52.29000321441167,20
AUD,2020-07-09,1.0,21
CAD,2020-07-09,0.9430085379293577,4
CHF,2020-07-09,0.6546641886376305,5
JPY,2020-07-09,74.87279301007628,25
CNY,2020-07-09,4.885364639651332,7
NZD,2020-07-09,1.0622561206257681,35
USD,2020-07-10,0.6943718919846847,2
EUR,2020-07-10,0.6159960511292701,1
GBP,2020-07-10,0.5515727331880405,147
INR,2020-07-10,52.188371183317756,20
AUD,2020-07-10,1.0,21
CAD,2020-07-10,0.9437327097254363,4
CHF,2020-07-10,0.6536089462299624,5
JPY,2020-07-10,74.34486856701596,25
CNY,2020-07-10,4.85718476739674,7
NZD,2020-07-10,1.059468002649019,35
USD,2020-07-11,0.6947600340757175,2
EUR,2020-07-11,0.6148310346244164,1
GBP,2020-07-11,0.5500942003384214,147
INR,2020-07-11,52.22143117438376,20
AUD,2020-07-11,1.0,21
CAD,2020-07-11,0.9443939496248281,4
CHF,2020-07-11,0.6539402914525541,5
JPY,2020-07-11,74.28643316592104,25
CNY,2020-07-11,4.863801335953875,7
NZD,2020-07-11,1.0572840176488985,35
USD,2020-07-12,0.6950764554546349,2
EUR,2020-07-12,0.6153697875805816,1
GBP,2020-07-12,0.5506706368165983,147
INR,2020-07-12,52.277360012036986,20
AUD,2020-07-12,1.0,21
CAD,2020-07-12,0.9445006671863737,4
CHF,2020-07-12,0.6542002475965761,5
JPY,2020-07-12,74.29676666886772,25
CNY,2020-07-12,4.864940355861918,7
NZD,2020-07-12,1.057023792220179,35
USD,2020-07-13,0.695948184180669,2
EUR,2020-07-13,0.6148468724275847,1
GBP,2020-07-13,0.5503574653742707,147
INR,2020-07-13,52.315454564297724,20
AUD,2020-07-13,1.0,21
CAD,2020-07-13,0.9448735071363998,4
CHF,2020-07-13,0.6542229429045905,5
JPY,2020-07-13,74.37013198768734,25
CNY,2020-07-13,4.872524548037109,7
NZD,2020-07-13,1.0581684056135692,35
USD,2020-07-14,0.6936404994023869,2
EUR,2020-07-14,0.611357391276392,1
GBP,2020-07-14,0.5527685685760653,147
INR,2020-07-14,52.170509984026694,20
AUD,2020-07-14,1.0,21
CAD,2020-07-14,0.9446011661414989,4
CHF,2020-07-14,0.6535434244172701,5
JPY,2020-07-14,74.38851875990608,25
CNY,2020-07-14,4.853755017426183,7
NZD,2020-07-14,1.0624844840683856,35
USD,2020-07-15,0.6996789285555391,2
EUR,2020-07-15,0.613101775113422,1
GBP,2020-07-15,0.5563667584930867,147
INR,2020-07-15,52.73680744386504,20
AUD,2020-07-15,1.0,21
CAD,2020-07-15,0.9513887593690874,4
CHF,2020-07-15,0.6578659420547821,5
JPY,2020-07-15,75.0727020486353,25
CNY,2020-07-15,4.904173469788615,7
NZD,2020-07-15,1.0683075550379633,35
USD,2020-07-16,0.7000963916515303,2
EUR,2020-07-16,0.6133509202400917,1
GBP,2020-07-16,0.5566517176811062,147
INR,2020-07-16,52.622519502371645,20
AUD,2020-07-16,1.0,21
CAD,2020-07-16,0.9455141961492741,4
CHF,2020-07-16,0.6616319856813374,5
JPY,2020-07-16,74.86347052449761,25
CNY,2020-07-16,4.894810037098262,7
NZD,2020-07-16,1.067048626072803,35
USD,2020-07-17,0.6977870416928221,2
EUR,2020-07-17,0.6131552069669274,1
GBP,2020-07-17,0.5556033786153005,147
INR,2020-07-17,52.52835896272853,20
AUD,2020-07-17,1.0,21
CAD,2020-07-17,0.9473754608681751,4
CHF,2020-07-17,0.659849492744352,5
JPY,2020-07-17,74.84452423329294,25
CNY,2020-07-17,4.877524389553693,7
NZD,2020-07-17,1.067104486828678,35
USD,2020-07-18,0.6994631902248422,2
EUR,2020-07-18,0.6120515163774589,1
GBP,2020-07-18,0.5564987378034599,147
INR,2020-07-18,52.40758411590706,20
AUD,2020-07-18,1.0,21
CAD,2020-07-18,0.9499762073923663,4
CHF,2020-07-18,0.656512526146463,5
JPY,2020-07-18,74.87326340079606,25
CNY,2020-07-18,4.8907400737047935,7
NZD,2020-07-18,1.0668305569541505,35
USD,2020-07-19,0.6995995633418544,2
EUR,2020-07-19,0.612260762747071,1
GBP,2020-07-19,0.5566400617627763,147
INR,2020-07-19,52.40468108364228,20
AUD,2020-07-19,1.0,21
CAD,2020-07-19,0.9497546498734565,4
CHF,2020-07-19,0.6567772707970966,5
JPY,2020-07-19,74.87480464972955,25
CNY,2020-07-19,4.89133640554646,7
NZD,2020-07-19,1.0671591164083822,35
USD,2020-07-20,0.698006103134605,2
EUR,2020-07-20,0.6113516365959976,1
GBP,2020-07-20,0.5568682558551286,147
INR,2020-07-20,52.28879417204177,20
AUD,2020-07-20,1.0,21
CAD,2020-07-20,0.9488020539950861,4
CHF,2020-07-20,0.6562917038818887,5
JPY,2020-07-20,74.95629805454384,25
CNY,2020-07-20,4.880976978177246,7
NZD,2020-07-20,1.0667320545894239,35
USD,2020-07-21,0.7029457971547408,2
EUR,2020-07-21,0.6135544606976221,1
GBP,2020-07-21,0.554450203977019,147
INR,2020-07-21,52.60319406700284,20
AUD,2020-07-21,1.0,21
CAD,2020-07-21,0.950146296766493,4
CHF,2020-07-21,0.6599122256706376,5
JPY,2020-07-21,75.37036906938432,25
CNY,2020-07-21,4.909274017051594,7
NZD,2020-07-21,1.0678878433146493,35
USD,2020-07-22,0.7131016075383221,2
EUR,2020-07-22,0.6179701466757945,1
GBP,2020-07-22,0.5600710451864586,147
INR,2020-07-22,53.15393326348613,20
AUD,2020-07-22,1.0,21
CAD,2020-07-22,0.9587214562532028,4
CHF,2020-07-22,0.66479283257695,5
JPY,2020-07-22,76.1564200128763,25
CNY,2020-07-22,4.977889139916265,7
NZD,2020-07-22,1.0733386587856464,35
USD,2020-07-23,0.7140488909944014,2
EUR,2020-07-23,0.6169925087494246,1
GBP,2020-07-23,0.5608036421362683,147
INR,2020-07-23,53.31403188494896,20
AUD,2020-07-23,1.0,21
CAD,2020-07-23,0.9572274319170598,4
CHF,2020-07-23,0.6633951556568016,5
JPY,2020-07-23,76.49388958281097,25
CNY,2020-07-23,4.998459904363508,7
NZD,2020-07-23,1.071895256677154,35
USD,2020-07-24,0.7119711704116932,2
EUR,2020-07-24,0.6129251954545458,1
GBP,2020-07-24,0.5577016317037231,147
INR,2020-07-24,53.3297573075955,20
AUD,2020-07-24,1.0,21
CAD,2020-07-24,0.9528853532929641,4
CHF,2020-07-24,0.6579584339592833,5
JPY,2020-07-24,75.84859968809268,25
CNY,2020-07-24,4.986657104288198,7
NZD,2020-07-24,1.070577250590795,35
USD,2020-07-25,0.7105858596363858,2
EUR,2020-07-25,0.6096066344546864,1
GBP,2020-07-25,0.5554879031234331,147
INR,2020-07-25,53.09833736082396,20
AUD,2020-07-25,1.0,21
CAD,2020-07-25,0.9534281846394919,4
CHF,2020-07-25,0.6541658886796656,5
JPY,2020-07-25,75.3121306876775,25
CNY,2020-07-25,4.986392522742448,7
NZD,2020-07-25,1.069918166575391,35
USD,2020-07-26,0.7103389428018511,2
EUR,2020-07-26,0.6094210561672312,1
GBP,2020-07-26,0.5551493946793885,147
INR,2020-07-26,53.09530599922339,20
AUD,2020-07-26,1.0,21
CAD,2020-07-26,0.9530301497584244,4
CHF,2020-07-26,0.6539253362051034,5
JPY,2020-07-26,75.40544363741004,25
CNY,2020-07-26,4.9830980730166745,7
NZD,2020-07-26,1.0694255201971319,35
USD,2020-07-28,0.7175393010184667,2
EUR,2020-07-28,0.609483762950181,1
GBP,2020-07-28,0.5561179512594752,147
INR,2020-07-28,53.697505516911775,20
AUD,2020-07-28,1.0,21
CAD,2020-07-28,0.9566481561747262,4
CHF,2020-07-28,0.6599263249100825,5
JPY,2020-07-28,75.54445613128449,25
CNY,2020-07-28,5.022607252658302,7
NZD,2020-07-28,1.0707461253449266,35
USD,2020-07-29,0.7164596440380995,2
EUR,2020-07-29,0.6113071403526497,1
GBP,2020-07-29,0.5544365649219021,147
INR,2020-07-29,53.70430164585573,20
AUD,2020-07-29,1.0,21
CAD,2020-07-29,0.9583046976832245,4
CHF,2020-07-29,0.6579755962588226,5
JPY,2020-07-29,75.36702534663073,25
CNY,2020-07-29,5.0157080802931375,7
NZD,2020-07-29,1.0765914401541146,35
USD,2020-07-30,0.7175263373201128,2
EUR,2020-07-30,0.6095197735625334,1
GBP,2020-07-30,0.5527861753177683,147
INR,2020-07-30,53.76753438031679,20
AUD,2020-07-30,1.0,21
CAD,2020-07-30,0.9576282345641345,4
CHF,2020-07-30,0.6553020854002068,5
JPY,2020-07-30,75.38975630019574,25
CNY,2020-07-30,5.023835720145996,7
NZD,2020-07-30,1.0778981188762122,35
USD,2020-07-31,0.7204443045961508,2
EUR,2020-07-31,0.6067435036155964,1
GBP,2020-07-31,0.5491068099951496,147
INR,2020-07-31,53.956255859620285,20
AUD,2020-07-31,1.0,21
CAD,2020-07-31,0.9672642625711303,4
CHF,2020-07-31,0.6540551620043209,5
JPY,2020-07-31,75.27238781382569,25
CNY,2020-07-31,5.048055633773154,7
NZD,2020-07-31,1.076799391039322,35
USD,2020-08-01,0.7138394525550733,2
EUR,2020-08-01,0.6060532632029929,1
GBP,2020-08-01,0.5456085060232,147
INR,2020-08-01,53.487888032024415,20
AUD,2020-08-01,1.0,21
CAD,2020-08-01,0.9574300613951083,4
CHF,2020-08-01,0.651962591165252,5
JPY,2020-08-01,75.54956774923173,25
CNY,2020-08-01,4.979094223606738,7
NZD,2020-08-01,1.0761965150009858,35
USD,2020-08-03,0.7137563458286071,2
EUR,2020-08-03,0.6068265791617528,1
GBP,2020-08-03,0.5454595561084462,147
INR,2020-08-03,53.47013918955434,20
AUD,2020-08-03,1.0,21
CAD,2020-08-03,0.9564106213811453,4
CHF,2020-08-03,0.6531727700052334,5
JPY,2020-08-03,75.65170456242414,25
CNY,2020-08-03,4.980468790552792,7
NZD,2020-08-03,1.076806937801215,35
USD,2020-08-04,0.7118941110030582,2
EUR,2020-08-04,0.6054297378195177,1
GBP,2020-08-04,0.5445580400050806,147
INR,2020-08-04,53.54316915965319,20
AUD,2020-08-04,1.0,21
CAD,2020-08-04,0.9533275551090469,4
CHF,2020-08-04,0.6537967238399796,5
JPY,2020-08-04,75.5419510076691,25
CNY,2020-08-04,4.969092587450394,7
NZD,2020-08-04,1.0764027717089775,35
USD,2020-08-05,0.7173549756548064,2
EUR,2020-08-05,0.6074905505989006,1
GBP,2020-08-05,0.5484479523455373,147
INR,2020-08-05,53.86170893892218,20
AUD,2020-08-05,1.0,21
CAD,2020-08-05,0.953882136341935,4
CHF,2020-08-05,0.6551053916244591,5
JPY,2020-08-05,75.75004452547012,25
CNY,2020-08-05,5.001839140841633,7
NZD,2020-08-05,1.0803442485897612,35
USD,2020-08-06,0.7206594338687666,2
EUR,2020-08-06,0.6066113480375408,1
GBP,2020-08-06,0.5486208875609764,147
INR,2020-08-06,53.98612018722414,20
AUD,2020-08-06,1.0,21
CAD,2020-08-06,0.9558909580726476,4
CHF,2020-08-06,0.6542441274857931,5
JPY,2020-08-06,76.03460656867433,25
CNY,2020-08-06,4.999097311433775,7
NZD,2020-08-06,1.0831897976721312,35
USD,2020-08-07,0.7230830318392294,2
EUR,2020-08-07,0.6091045727183284,1
GBP,2020-08-07,0.5503772779466336,147
INR,2020-08-07,54.19383163076551,20
AUD,2020-08-07,1.0,21
CAD,2020-08-07,0.9628541024295534,4
CHF,2020-08-07,0.6585131449680492,5
JPY,2020-08-07,76.32878031496588,25
CNY,2020-08-07,5.026526965536328,7
NZD,2020-08-07,1.0819789050971118,35
USD,2020-08-08,0.7156498586471014,2
EUR,2020-08-08,0.6072204207467313,1
GBP,2020-08-08,0.5483005102977959,147
INR,2020-08-08,53.69721006062438,20
AUD,2020-08-08,1.0,21
CAD,2020-08-08,0.9578302837012892,4
CHF,2020-08-08,0.6530029205235617,5
JPY,2020-08-08,75.80468260782204,25
CNY,2020-08-08,4.986581090960771,7
NZD,2020-08-08,1.0836453381840823,35
USD,2020-08-09,0.7157709345780852,2
EUR,2020-08-09,0.6073225883544252,1
GBP,2020-08-09,0.5483169909594364,147
INR,2020-08-09,53.67944288273653,20
AUD,2020-08-09,1.0,21
CAD,2020-08-09,0.9580246776783166,4
CHF,2020-08-09,0.6531366723687542,5
JPY,2020-08-09,75.81289012086447,25
CNY,2020-08-09,4.9871426572356015,7
NZD,2020-08-09,1.0850137740589447,35
USD,2020-08-10,0.7165108120504576,2
EUR,2020-08-10,0.6075159959037933,1
GBP,2020-08-10,0.5483074169281598,147
INR,2020-08-10,53.7534838096811,20
AUD,2020-08-10,1.0,21
CAD,2020-08-10,0.9584791916689638,4
CHF,2020-08-10,0.653777733300003,5
JPY,2020-08-10,75.7609124851574,25
CNY,2020-08-10,4.992892309186815,7
NZD,2020-08-10,1.0853576826190423,35
USD,2020-08-11,0.7153038171425832,2
EUR,2020-08-11,0.6098102564737101,1
GBP,2020-08-11,0.5471394207581248,147
INR,2020-08-11,53.577838634847375,20
AUD,2020-08-11,1.0,21
CAD,2020-08-11,0.9545006360598137,4
CHF,2020-08-11,0.6553786185485677,5
JPY,2020-08-11,75.91900245552829,25
CNY,2020-08-11,4.98039608738008,7
NZD,2020-08-11,1.0856311498387847,35
USD,2020-08-12,0.7143150074767884,2
EUR,2020-08-12,0.6084563882004973,1
GBP,2020-08-12,0.5473523757562876,147
INR,2020-08-12,53.31014006389599,20
AUD,2020-08-12,1.0,21
CAD,2020-08-12,0.9510538614211486,4
CHF,2020-08-12,0.6552542297517248,5
JPY,2020-08-12,76.09998853819425,25
CNY,2020-08-12,4.961459215060638,7
NZD,2020-08-12,1.0869866728606845,35
USD,2020-08-13,0.7172521455875662,2
EUR,2020-08-13,0.6072435511366838,1
GBP,2020-08-13,0.5489898709517157,147
INR,2020-08-13,53.63588472409357,20
AUD,2020-08-13,1.0,21
CAD,2020-08-13,0.9498080614322951,4
CHF,2020-08-13,0.653101835600499,5
JPY,2020-08-13,76.51171550746332,25
CNY,2020-08-13,4.975357530993736,7
NZD,2020-08-13,1.0896499407810953,35
USD,2020-08-14,0.7139977664324887,2
EUR,2020-08-14,0.6047475374819292,1
GBP,2020-08-14,0.5467961677364261,147
INR,2020-08-14,53.425606710894826,20
AUD,2020-08-14,1.0,21
CAD,2020-08-14,0.9446277145652621,4
CHF,2020-08-14,0.6498314366869691,5
JPY,2020-08-14,76.37005793784998,25
CNY,2020-08-14,4.959543032872934,7
NZD,2020-08-14,1.0920460289392946,35
USD,2020-08-15,0.7172020611418728,2
EUR,2020-08-15,0.6055715395876684,1
GBP,2020-08-15,0.548086089956449,147
INR,2020-08-15,53.68625562867637,20
AUD,2020-08-15,1.0,21
CAD,2020-08-15,0.9508638113302692,4
CHF,2020-08-15,0.6519286899714986,5
JPY,2020-08-15,76.4053569017666,25
CNY,2020-08-15,4.984799157996633,7
NZD,2020-08-15,1.0963700680822819,35
USD,2020-08-16,0.7172052989652624,2
EUR,2020-08-16,0.6056439602753336,1
GBP,2020-08-16,0.5481011759989037,147
INR,2020-08-16,53.70288326490731,20
AUD,2020-08-16,1.0,21
CAD,2020-08-16,0.9516197038358581,4
CHF,2020-08-16,0.6519462899244073,5
JPY,2020-08-16,76.43103213351803,25
CNY,2020-08-16,4.98505469574647,7
NZD,2020-08-16,1.0965422936108957,35
USD,2020-08-17,0.7188091124107148,2
EUR,2020-08-17,0.6068389469785579,1
GBP,2020-08-17,0.5488727335504192,147
INR,2020-08-17,53.83066581554962,20
AUD,2020-08-17,1.0,21
CAD,2020-08-17,0.9531479393900217,4
CHF,2020-08-17,0.6537596384043756,5
JPY,2020-08-17,76.55513980823328,25
CNY,2020-08-17,4.995607141871324,7
NZD,2020-08-17,1.1009448940076743,35
USD,2020-08-18,0.7226473622857077,2
EUR,2020-08-18,0.6075974743326401,1
GBP,2020-08-18,0.5501951666124727,147
INR,2020-08-18,54.04628962772317,20
AUD,2020-08-18,1.0,21
CAD,2020-08-18,0.9545190504462772,4
CHF,2020-08-18,0.6543447194374141,5
JPY,2020-08-18,76.4454886137493,25
CNY,2020-08-18,5.009386062701118,7
NZD,2020-08-18,1.1023704368602765,35
USD,2020-08-19,0.7251893125428407,2
EUR,2020-08-19,0.6068339209972249,1
GBP,2020-08-19,0.5469988272614811,147
INR,2020-08-19,54.084166065036136,20
AUD,2020-08-19,1.0,21
CAD,2020-08-19,0.9540406527537114,4
CHF,2020-08-19,0.6547825842871041,5
JPY,2020-08-19,76.32212607852719,25
CNY,2020-08-19,5.019871136654041,7
NZD,2020-08-19,1.0965973650216017,35
USD,2020-08-20,0.7175346390704465,2
EUR,2020-08-20,0.6061115415463485,1
GBP,2020-08-20,0.5478192130227231,147
INR,2020-08-20,53.764103240377494,20
AUD,2020-08-20,1.0,21
CAD,2020-08-20,0.9489258636542146,4
CHF,2020-08-20,0.6569926183091596,5
JPY,2020-08-20,76.17745017693724,25
CNY,2020-08-20,4.966190384599776,7
NZD,2020-08-20,1.0943930260708636,35
USD,2020-08-21,0.720386643296983,2
EUR,2020-08-21,0.6068471344250651,1
GBP,2020-08-21,0.544601589390708,147
INR,2020-08-21,54.0770567159601,20
AUD,2020-08-21,1.0,21
CAD,2020-08-21,0.9487622459871717,4
CHF,2020-08-21,0.6534765678048174,5
JPY,2020-08-21,76.13338344064275,25
CNY,2020-08-21,4.981592112681723,7
NZD,2020-08-21,1.1017061170809495,35
USD,2020-08-22,0.7160132580898524,2
EUR,2020-08-22,0.6068903832783141,1
GBP,2020-08-22,0.5470118216443889,147
INR,2020-08-22,53.650733911126466,20
AUD,2020-08-22,1.0,21
CAD,2020-08-22,0.9435078556488139,4
CHF,2020-08-22,0.6524472756484434,5
JPY,2020-08-22,75.75117238500091,25
CNY,2020-08-22,4.954431505064632,7
NZD,2020-08-22,1.0945485458061572,35
USD,2020-08-23,0.7157980663984632,2
EUR,2020-08-23,0.6068214760332962,1
GBP,2020-08-23,0.5468637005761336,147
INR,2020-08-23,53.642542750782006,20
AUD,2020-08-23,1.0,21
CAD,2020-08-23,0.9432301250726696,4
CHF,2020-08-23,0.6523634429175691,5
JPY,2020-08-23,75.73390280172201,25
CNY,2020-08-23,4.952360484159104,7
NZD,2020-08-23,1.0944666242830272,35
USD,2020-08-24,0.7170714380716418,2
EUR,2020-08-24,0.607529608793227,1
GBP,2020-08-24,0.5477321629510928,147
INR,2020-08-24,53.68649711116499,20
AUD,2020-08-24,1.0,21
CAD,2020-08-24,0.9446042005192389,4
CHF,2020-08-24,0.6538839337477368,5
JPY,2020-08-24,75.80069862589396,25
CNY,2020-08-24,4.960649389439973,7
NZD,2020-08-24,1.0959784467623543,35
USD,2020-08-25,0.7178408101302723,2
EUR,2020-08-25,0.6083000966757136,1
GBP,2020-08-25,0.5488475221205894,147
INR,2020-08-25,53.27079526771572,20
AUD,2020-08-25,1.0,21
CAD,2020-08-25,0.9497383607713591,4
CHF,2020-08-25,0.6541237904747551,5
JPY,2020-08-25,76.07323783535244,25
CNY,2020-08-25,4.968058342563528,7
NZD,2020-08-25,1.0984064516184007,35
USD,2020-08-26,0.7198181650806165,2
EUR,2020-08-26,0.6084818239693728,1
GBP,2020-08-26,0.5476612590159298,147
INR,2020-08-26,53.45117758049149,20
AUD,2020-08-26,1.0,21
CAD,2020-08-26,0.9480363913025015,4
CHF,2020-08-26,0.6539136444928789,5
JPY,2020-08-26,76.63454993984277,25
CNY,2020-08-26,4.976598483558798,7
NZD,2020-08-26,1.0982036936034831,35
USD,2020-08-27,0.7237963048790996,2
EUR,2020-08-27,0.6115802944694566,1
GBP,2020-08-27,0.5480315451269209,147
INR,2020-08-27,53.75064506087428,20
AUD,2020-08-27,1.0,21
CAD,2020-08-27,0.9520029190131729,4
CHF,2020-08-27,0.6572236771626512,5
JPY,2020-08-27,76.72385918670972,25
CNY,2020-08-27,4.984985329151215,7
NZD,2020-08-27,1.0904339986407494,35
USD,2020-08-28,0.7260816451991475,2
EUR,2020-08-28,0.6144306575167767,1
GBP,2020-08-28,0.5503018397782882,147
INR,2020-08-28,53.63439997840935,20
AUD,2020-08-28,1.0,21
CAD,2020-08-28,0.9534031448017432,4
CHF,2020-08-28,0.660246952220089,5
JPY,2020-08-28,77.47016031513006,25
CNY,2020-08-28,5.003136612006835,7
NZD,2020-08-28,1.0937500570246372,35
USD,2020-08-29,0.7367966797933985,2
EUR,2020-08-29,0.6188724103900485,1
GBP,2020-08-29,0.5518263019604817,147
INR,2020-08-29,53.880434753461984,20
AUD,2020-08-29,1.0,21
CAD,2020-08-29,0.9651280647683621,4
CHF,2020-08-29,0.666138971239086,5
JPY,2020-08-29,77.72801493205354,25
CNY,2020-08-29,5.058392610614345,7
NZD,2020-08-29,1.09302411958469,35
USD,2020-08-30,0.7366555119573243,2
EUR,2020-08-30,0.6187592720186539,1
GBP,2020-08-30,0.5517516046474567,147
INR,2020-08-30,53.87490875867702,20
AUD,2020-08-30,1.0,21
CAD,2020-08-30,0.9649324543993704,4
CHF,2020-08-30,0.6659906942820452,5
JPY,2020-08-30,77.59420681430502,25
CNY,2020-08-30,5.057342981679097,7
NZD,2020-08-30,1.0927805500800387,35
USD,2020-08-31,0.7351793325302091,2
EUR,2020-08-31,0.6178345330886722,1
GBP,2020-08-31,0.5513056996420072,147
INR,2020-08-31,53.75039982391655,20
AUD,2020-08-31,1.0,21
CAD,2020-08-31,0.9633375669044446,4
CHF,2020-08-31,0.6650871103694928,5
