id,default_code,product_desc,location_name,serial_num,cost,quantity,categ
8164,1008164-001,CMP:MEC:HYLA:CLMP:MIR1:TRNSCVR (copy),E5,1008164-001-0000000031,71.893,1.0,Raw Materials
8164,1008164-001,CMP:MEC:HYLA:CLMP:MIR1:TRNSCVR (copy),E5,1008164-001-0000000032,71.893,1.0,Raw Materials
8164,1008164-001,CMP:MEC:HYLA:CLMP:MIR1:TRNSCVR (copy),E5,1008164-001-0000000033,71.893,1.0,Raw Materials
8164,1008164-001,CMP:MEC:HYLA:CLMP:MIR1:TRNSCVR (copy),E5,1008164-001-0000000034,71.893,1.0,Raw Materials
9221,1007706-006,ASY:SYS:HYLA:MODULE:COOLING (copy),Sub Assembly Storage,1007706-006-0000000006,840.1977,1.0,WIP
3435,1006328-001,ENG:CMP:ASY:PTP,Stock,1006328-001-0000000005,334.2746,1.0,Raw Materials
8492,1007680-005,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),Stock,1007680-005-0000000002,1363.8600000000001,1.0,Raw Materials
9262,1009265-001,SEN:CMP:OPT:SIL:GOKU:GRATING:600LN:42MM (copy),A6,1009265-001-0000000059,2018.8446000000001,1.0,Raw Materials
8488,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),D12,1007678-003-0000000006,239.89090000000002,2.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,Stock,1006328-001-0000000006,334.2746,1.0,Raw Materials
3051,1006317-001,CMP:MEC:PTP:Back_Housing,Baraja Pty Ltd: Subcontracting Location,,297.3944,-4.0,Raw Materials
3591,1001568-001,SYS:CMP:ELC:PS:24V:90W,Stock,1001568-001-0000000005,61.465900000000005,1.0,Raw Materials
3513,1001656-002,SYS:CMP:PKG:BOX:2CH,Stock,1001656-002-0000000002,15.0,1.0,Raw Materials
3526,1005723-001,SYS:CMP:PKG:EQUUS:FOAM:2CH:ACC,Stock,1005723-001-0000000003,181.0,1.0,Raw Materials
2919,1001567-001,SYS:CMP:ELC:CBL:DICEROS:ETH:M12:1M,Stock,1001567-001-0000000010,62.930400000000006,3.0,Raw Materials
2923,1006000-001,SYS:CMP:ELC:CBL:IEC:UK:MAINS,Stock,1006000-001-0000000001,7.62,1.0,Raw Materials
2918,1001920-001,SYS:CMP:ELC:CBL:DC:2.1MM:SOCKET:DUAL:PLUG,Stock,1001920-001-0000000004,5.483700000000001,1.0,Raw Materials
2739,1001873-002,SYS:CMP:ASY:DICEROS:FAN:MOUNT,Stock,1001873-002-0000000002,100.09230000000001,1.0,Finished Goods
2922,1005042-001,SYS:CMP:ELC:CBL:IEC:AU:MAINS,Stock,1005042-001-0000000001,13.6692,1.0,Raw Materials
3089,1005854-001,SYS:CMP:OPT:ADAPTER:INLINE:LC-LC,Stock,,1.1800000000000002,8.0,Raw Materials
4199,1006271-001,SYS:CMP:MEC:TOOL:REMOVAL:LC:ADAPTER,Stock,,0.0014,1.0,Raw Materials
2924,1001569-001,SYS:CMP:ELC:CBL:IEC:US:MAINS,Stock,1001569-001-0000000003,6.010400000000001,3.0,Raw Materials
3451,1001926-002,ENG:CMP:OPT:FIBRE-8F:SMx4:50GI-MMFx4:5MM:LC/PC:1M,Stock,1001926-002-0000000007,52.1983,1.0,Raw Materials
3967,1005754-002,SEN:CMP:OPT:GOKU:FIBRE-2F:SM:GI-MMF:LC/PC:5M,Stock,1005754-002-0000000003,26.6463,1.0,Raw Materials
2919,1001567-001,SYS:CMP:ELC:CBL:DICEROS:ETH:M12:1M,Stock,1001567-001-0000000009,62.930400000000006,5.0,Raw Materials
3591,1001568-001,SYS:CMP:ELC:PS:24V:90W,Stock,1001568-001-0000000006,61.465900000000005,3.0,Raw Materials
2757,1004069-001,ASY:CBL:DEUTSCH:BARREL,Stock,,20.18,2.0,Raw Materials
7390,1007390-001,SYS:CMP:ELC:CBL:IEC:US:MAINS (copy),Stock,1007390-001-0000000001,7.4594000000000005,1.0,Raw Materials
2905,1006114-001,BARAJA:LIDAR1:INT:1CH:GOKU6,Stock,1006114-001-0000002455,20293.5782,1.0,Finished Goods
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000107,46.5992,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Baraja Pty Ltd: Subcontracting Location,1003848-001-0000000251,5060.9263,-1.0,Raw Materials
3818,1001382-005,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,Quarantine Stock,1001382-005-0000000624,799.8976,1.0,WIP
7225,1001336-006,SEN:CMP:OPT:SIL:GOKU:GRATING:600LN:42MM (copy),Quarantine Stock,1001336-006-0000000079,1029.6054000000001,1.0,Raw Materials
7941,1007732-002,CMP:OPT:HYLA:BELUGA:TRANSCEIVER:MIRROR_2 (copy),E6,1007732-002-0000000030,122.7826,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000013,334.2746,1.0,Raw Materials
7483,1001149-030,ASY:PCA:GOHAN (copy),E8,1001149-030-0000000073,883.9997000000001,1.0,Raw Materials
7483,1001149-030,ASY:PCA:GOHAN (copy),E8,1001149-030-0000000074,883.9997000000001,1.0,Raw Materials
7483,1001149-030,ASY:PCA:GOHAN (copy),E8,1001149-030-0000000075,883.9997000000001,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000014,334.2746,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000015,334.2746,1.0,Raw Materials
3818,1001382-005,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,Finished Goods,1001382-005-0000000654,799.8976,1.0,WIP
2841,1001149-014,ASY:PCA:GOHAN,A3,1001149-014-0000000842,153.6901,1.0,Raw Materials
3912,1001324-006,SEN:CMP:MEC:NAT:GOKU:CLAMP:LENS,Input,1001324-006-0000000051,89.3814,10.0,Raw Materials
9262,1009265-001,SEN:CMP:OPT:SIL:GOKU:GRATING:600LN:42MM (copy),A6,1009265-001-0000000013,2018.8446000000001,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000016,334.2746,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000017,334.2746,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000018,334.2746,1.0,Raw Materials
7035,1001147-035,ENG:ASY:PCA:FORTUNA:LUMBERING (copy),D3,1001147-035-0000000482,2145.1626,1.0,Raw Materials
10446,1010449-001,CMP:ELC:CON_120X2_QSH-120-01-L-D-A (copy),J0,1010449-001-0000000001,0.171,170.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000019,334.2746,1.0,Raw Materials
10447,1010450-001,"CMP:ELC:BJT_NPN_BCV72,215 (copy)",J0,1010450-001-0000000001,0.21530000000000002,100.0,Raw Materials
7035,1001147-035,ENG:ASY:PCA:FORTUNA:LUMBERING (copy),D3,1001147-035-0000000483,2145.1626,1.0,Raw Materials
7035,1001147-035,ENG:ASY:PCA:FORTUNA:LUMBERING (copy),D3,1001147-035-0000000484,2145.1626,1.0,Raw Materials
3029,1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,A3,1001612-004-0000000021,9.3222,10.0,Raw Materials
7035,1001147-035,ENG:ASY:PCA:FORTUNA:LUMBERING (copy),D3,1001147-035-0000000485,2145.1626,1.0,Raw Materials
7035,1001147-035,ENG:ASY:PCA:FORTUNA:LUMBERING (copy),D3,1001147-035-0000000486,2145.1626,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000879,169.1343,1.0,Raw Materials
9262,1009265-001,SEN:CMP:OPT:SIL:GOKU:GRATING:600LN:42MM (copy),A6,1009265-001-0000000010,2018.8446000000001,1.0,Raw Materials
10451,1010454-001,CMP:ELC:CAP_100N_50V_10%_X7R_0402 (copy),J0,1010454-001-0000000001,0.1351,100.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000020,334.2746,1.0,Raw Materials
10464,1010467-001,CMP:ELC:FUSE_50MA_32V_FASTBLOW (copy),J0,1010467-001-0000000001,0.44780000000000003,100.0,Raw Materials
7683,1007683-001,SEN:CMP:MEC:PIN:ISO_8734:CS:2:12MM (copy),Stock,,0.33180000000000004,2.0,Raw Materials
10468,1010471-001,CMP:ELC:IC_LM74502QDDFRQ1 (copy),J0,1010471-001-0000000001,0.7658,100.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000021,334.2746,1.0,Raw Materials
9639,1009642-001,CMP:ELC:NILE:CAP_1N5_50V_5%_C0G/NP0_0402 (copy),J0,1009642-001-0000000001,0.0201,500.0,Raw Materials
10449,1010452-001,CMP:ELC:CAP_47U_10V_10%_X5R_1206 (copy),J0,1010452-001-0000000001,0.4146,35.0,Raw Materials
10452,1010455-001,CMP:ELC:CAP_470N_50V_10%_X7R_0805 (copy),J0,1010455-001-0000000001,2.194,10.0,Raw Materials
10234,1009987-001,CMP:ELC:DIODE_100V_0A215_DFN1006,J0,1009987-001-0000000002,0.133,110.0,Raw Materials
10461,1010464-001,CMP:ELC:DIODE_TVS_30V_62A_DO-214AB (copy),J0,1010464-001-0000000001,0.2516,110.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000181,5060.9263,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000182,5060.9263,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000184,5060.9263,1.0,Raw Materials
2919,1001567-001,SYS:CMP:ELC:CBL:DICEROS:ETH:M12:1M,D3,1001567-001-0000000012,62.930400000000006,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000185,5060.9263,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000186,5060.9263,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000187,5060.9263,1.0,Raw Materials
2778,1003848-001,ENG:ASY:EDFA:BLU:ANGEROS,Input,1003848-001-0000000191,5060.9263,1.0,Raw Materials
9707,1009710-001,CMP:ELC:IC_MAX11331 (copy),J0,1009710-001-0000000002,1.3507,55.0,Raw Materials
10475,1010478-001,CMP:ELC:FB_1A_0R2_600R_0603 (copy),J0,1010478-001-0000000001,1.9600000000000002,55.0,Raw Materials
7314,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),Quarantine Stock,1006347-003-0000000067,721.2371,1.0,Raw Materials
7301,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),B11,1003967-004-0000000012,1182.1695,2.0,Raw Materials
8630,1007717-003,CMP:MEC:HYLA:BASE_PLATE (copy),Input,1007717-003-0000000024,168.1922,1.0,Raw Materials
3435,1006328-001,ENG:CMP:ASY:PTP,B7,1006328-001-0000000022,334.2746,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000890,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000891,169.1343,1.0,Raw Materials
9814,1009817-001,ASY:SAS:MEC:SP25:MASK_ASSEMBLY (copy),H4,1009817-001-0000000024,180.4,1.0,WIP
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000892,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000895,169.1343,1.0,Raw Materials
7314,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),WIP,1006347-003-0000000051,721.2371,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000901,169.1343,1.0,Raw Materials
3877,1001577-009,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER,A10,1001577-009-0000000378,1074.8396,1.0,Raw Materials
2919,1001567-001,SYS:CMP:ELC:CBL:DICEROS:ETH:M12:1M,D3,1001567-001-0000000013,62.930400000000006,4.0,Raw Materials
7678,1007678-001,CMP:MEC:ENG:DIAMOND:BASE_PLATE,Baraja Pty Ltd: Subcontracting Location,1007678-001-0000000002,93.5877,4.0,Raw Materials
7680,1007680-001,CMP:MEC:ENG:DIAMOND:ENGINE_TUBE (copy),Baraja Pty Ltd: Subcontracting Location,1007680-001-0000000002,708.5922,4.0,Raw Materials
7679,1007679-001,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),Baraja Pty Ltd: Subcontracting Location,1007679-001-0000000002,280.76300000000003,3.0,Raw Materials
7707,1007680-002,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),Baraja Pty Ltd: Subcontracting Location,1007680-002-0000000002,708.5922,-5.0,Raw Materials
7767,1007767-001,SYS:ASY:PKG:FOAM:GOKU:2CH,Loading Dock,,166.1373,29.0,Raw Materials
3780,1006315-001,SCW:HEX:CSK:ISO10642:SS:M3:16MM:BLU:ND593S,Baraja Pty Ltd: Subcontracting Location,1006315-001-0000000003,0.9615,16.0,Raw Materials
8862,1007679-007,CMP:MEC:ENG:DIAMOND:ENGINE:TUBE (copy),Stock,1007679-007-0000000002,446.2171,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000917,169.1343,1.0,Raw Materials
8964,1007681-004,CMP:MEC:ENG:DIAMOND:CAGE (copy),Quarantine Stock,1007681-004-0000000001,142.2923,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000918,169.1343,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000003,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000004,585.2,1.0,Raw Materials
3400,1001479-003,ENG:CAS:ALU:NAT:DICEROS:STANDOFF:REAR,Baraja Pty Ltd: Subcontracting Location,1001479-003-0000000014,28.1795,-1.0,Raw Materials
3419,1001480-001,ENG:CMP:MEC:DICEROS:OPTICS:RETAINER,Baraja Pty Ltd: Subcontracting Location,1001480-001-0000000007,29.851200000000002,-1.0,Raw Materials
3447,1001198-003,ENG:CMP:MEC:DICEROS:STANDOFF:FRONT,Baraja Pty Ltd: Subcontracting Location,1001198-003-0000000013,28.477600000000002,-1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000005,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000006,585.2,1.0,Raw Materials
8569,1008143-004,CMP:MEC:ENG:DIAMOND:ENGINE_TUBE:FLEX (copy),Stock,1008143-004-0000000002,678.9028000000001,2.0,Raw Materials
8177,1008177-001,CMP:MEC:DIAMOND:OPTICAL_GUIDE:LONG (copy),Baraja Pty Ltd: Subcontracting Location,1008177-001-0000000005,468.63500000000005,-1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000007,585.2,1.0,Raw Materials
9963,1009355-005,CMP:SAS:MEC:SP25:MOTOR_HOUSING_REAR (copy),Stock,1009355-005-0000000007,277.2,-1.0,Raw Materials
9072,1007703-004,ASY:SEN:HYLA:OPTICAL_MODULE (copy),WIP,1007703-004-0000000040,12345.603700000001,1.0,WIP
9963,1009355-005,CMP:SAS:MEC:SP25:MOTOR_HOUSING_REAR (copy),Stock,1009355-005-0000000010,277.2,-1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000008,585.2,1.0,Raw Materials
3972,1003735-001,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:LC:PBS,WIP,1003735-001-0000000291,182.0215,-1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000020,130.0,-1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000021,130.0,-1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000022,130.0,-1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000939,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000940,169.1343,1.0,Raw Materials
8927,1008930-001,ASY:ENG:HYLA:DICEROS_PORT (copy),WIP,1008930-001-0000000054,6391.3507,1.0,WIP
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000941,169.1343,1.0,Raw Materials
7704,1007704-001,ASY:SYS:HYLA:MODULE:OPTICS (copy),WIP,1007704-001-0000000054,1150.7350000000001,1.0,WIP
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000942,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000943,169.1343,1.0,Raw Materials
3972,1003735-001,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:LC:PBS,WIP,1003735-001-0000000301,182.0215,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000009,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000010,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000011,585.2,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000944,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000945,169.1343,1.0,Raw Materials
8299,1007679-004,CMP:MEC:ENG:DIAMOND:ENGINE_TUBE (copy),Baraja Pty Ltd: Subcontracting Location,1007679-004-0000000001,279.0747,-11.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000946,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000947,169.1343,1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000023,130.0,-1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000948,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000949,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000950,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000951,169.1343,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000012,585.2,1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000024,130.0,-1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000952,169.1343,1.0,Raw Materials
9527,1009356-002,CMP:SAS:MEC:SP25:STATOR (copy),Stock,1009356-002-0000000025,130.0,-1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000953,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000954,169.1343,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000013,585.2,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000955,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000956,169.1343,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000014,585.2,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000957,169.1343,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000015,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000016,585.2,1.0,Raw Materials
8177,1008177-001,CMP:MEC:DIAMOND:OPTICAL_GUIDE:LONG (copy),Baraja Pty Ltd: Subcontracting Location,1008177-001-0000000004,468.63500000000005,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000017,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000018,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000019,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000020,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000021,585.2,1.0,Raw Materials
9072,1007703-004,ASY:SEN:HYLA:OPTICAL_MODULE (copy),Sub Assembly Storage,1007703-004-0000000048,12345.603700000001,1.0,WIP
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000022,585.2,1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000023,585.2,1.0,Raw Materials
10329,1009357-005,CMP:SAS:MEC:SP25:ROTOR  (copy),Stock,1009357-005-0000000009,52.2821,-1.0,Raw Materials
10329,1009357-005,CMP:SAS:MEC:SP25:ROTOR  (copy),Stock,1009357-005-0000000014,52.2821,-1.0,Raw Materials
9463,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),H2,1009361-002-0000000024,585.2,1.0,Raw Materials
8177,1008177-001,CMP:MEC:DIAMOND:OPTICAL_GUIDE:LONG (copy),E7,1008177-001-0000000005,468.63500000000005,1.0,Raw Materials
9072,1007703-004,ASY:SEN:HYLA:OPTICAL_MODULE (copy),WIP,1007703-004-0000000046,12345.603700000001,1.0,WIP
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000005,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000006,417.35,1.0,Raw Materials
10329,1009357-005,CMP:SAS:MEC:SP25:ROTOR  (copy),Stock,1009357-005-0000000015,52.2821,-1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000007,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000008,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000009,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000010,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000011,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000012,417.35,1.0,Raw Materials
